Company,Country,Year,Slogan
Vichy,US,2009,Health is beautiful.
Vichy,US,2013,The dream of ideal skin comes true.
Vidal Sassoon,US,1994,Professional care for your hair.
Vidal Sassoon,US,2013,Perfected by experts.
Vidal Sassoon,US,2004,The spirit of nature.
Vidal Sassoon,US,2010,Finest natural cosmetics.
Vitapointe,UK,1984,There’s only one way to style dry hair.
Vitapointe,UK,1988,Everyday care for dry hair.
Lilt,US,1982,"A full-strength perm, without the full-strength odor."
Lilt,US,1983,A professional touch for more beautiful hair.
Lilt,US,1995,Light your body.
Lilt,US,2009,Beauty made by nature.
Arrid,US,1973,Gives you more.
Arrid,US,2012,Maximum protection great value price!
Aapri,UK,1989,A refreshing way to wipe away the day.
Aapri,UK,2004,"Beauty, uncomplicated."
Johnson & Johnson Dental Floss,US,1981,It can be a lifeline for your teeth.
Johnson & Johnson Dental Floss,US,1983,Your strongest line of defence against gum disease.
ID Lubricants,US,2004,ID sensual lubricants Experience the difference.
ID Lubricants,US,2013,"Since 1993, we’ve been helping couples out of tight situations!"
Arrid Total,US,2003,All-in-one better Arrid.
Arrid Total,US,2003,We call it Total ’cause nothing’s missing.
I Coloniali,US,1996,The ritual of self-being.
I Coloniali,US,2014,Discover the dream route.
Bio Sculpture Gel,UK,2008,The healthier alternative in nailcare.
Bio Sculpture Gel,UK,2013,Leading nail care.
Bio Sculpture Gel,UK,2007,The cutting edge of hair!
Bio Sculpture Gel,UK,2007,We rock your style.
Vaseline,US,2008,Keeping skin amazing.
Vaseline,US,2012,Now better than ever.
Vaseline,US,2012,"Think smart, think Indola."
Vaseline,US,2012,Exclusively professional.
Vaseline,US,2011,The art of healthy hair.
Vaseline,US,2013,Turn heads.
L’Oréal Perfect Slim,UK,2004,Judged best.
L’Oréal Perfect Slim,UK,2004,Get firm on cellulite.
L’Oréal Perfect Slim,UK,2010,Live beautifully.
L’Oréal Perfect Slim,UK,2012,Live your beauty.
Astor,UK,2001,Extra sensory colour.
Astor,UK,2002,Simply irresistible.
Beyond Paradise,UK,2003,An intoxication of the senses.
Beyond Paradise,UK,2004,An adventure of the senses.
Super-Max 3,UK,2002,The world’s first triple-blade disposable razor.
Super-Max 3,UK,2004,"So good, you won’t want to throw it away."
Arabian Oud,UK,2010,The natural perfume.
Arabian Oud,UK,2010,The scent of luxury.
Summer’s Eve,US,1976,The disposable douche that’s changing women’s ideas about feminine freshness.
Summer’s Eve,US,2004,Enjoy a woman.
VO5 Nourishing Oasis,US,2004,An Oasis for your hair.
VO5 Nourishing Oasis,US,2004,My secret for killer hair.
Johnson’s Baby Wipes,UK,2001,Kissometer tested.
Johnson’s Baby Wipes,UK,2008,Recommended.
Graham Beauty,US,2010,"Innovation, performance, convenience…"
Graham Beauty,US,2010,That’s the beauty of Graham.
Johnson’s Baby Lotion,US,1977,Help save your softness lots of ways with Johnson’s baby lotion.
Johnson’s Baby Lotion,US,1980,It’s a perfect lotion for grown up skin.
Longs Drugs,US,2008,Your neighborhood. Your Longs.
Longs Drugs,US,2016,Get better.
Johnson’s Baby Oil,US,1974,With Johnson’s baby oil think of all the cosmetics you can do without.
Johnson’s Baby Oil,US,1982,For beautiful skin that has nothing to hide.
Johnson’s Baby Oil,US,2010,The new essence of joy.
Johnson’s Baby Oil,US,2015,The essence of joy.
L’Oréal Feria Color Booster,UK,2004,Exclusively for blondes.
L’Oréal Feria Color Booster,UK,2004,Exclusively for brunettes.
Biotherm,UK,1989,Performance skin care.
Biotherm,UK,2004,Skin loving colours – A love story between skin and color.
Immac,UK,1988,A touch smoother.
Immac,UK,2001,Feels smoother for longer.
StriVectin,US,2009,Remember: If you have skin … you need StriVectin.
StriVectin,US,2013,Anti-aging science and skincare.
L’Oréal Colorvive Performance,US,1994,Color this healthy shows.
L’Oréal Colorvive Performance,US,1995,"Keep your color truer, longer."
Imperial Leather Foamburst,UK,2000,Use it. Feel it. Believe it.
Imperial Leather Foamburst,UK,2002,Handwash with a lovely surprise.
Imperial Leather Foamburst,UK,2010,Creative hotel cosmetics.
Imperial Leather Foamburst,UK,2013,Taking care all the way.
Imperial Leather Foamburst,UK,2013,The ultimate beauty source.
Imperial Leather Foamburst,UK,2013,Let it pop!
Ultrasun,UK,2007,Professional protection.
Ultrasun,UK,2013,Let the sun shine!
VO5 Extreme Style,US,2007,Break the mold.
VO5 Extreme Style,US,2008,Bring out your sexy in just one application.
Joop! Go,UK,2007,It’s always time to play.
Joop! Go,UK,2007,The unexpected new fragrance for men.
Listerine Cool Mint,US,2004,As easy as rinsing. As effective as flossing.
Listerine Cool Mint,US,2016,Bring out the bold.
Vaseline Intensive Care,UK,2001,Take Vaseline Intensive Care of yourself.
Vaseline Intensive Care,UK,2006,Helps replace the moisture your day takes away.
Atrixo,UK,1983,What soft hands wear to work.
Atrixo,UK,2000,Hand care for hands-on people.
Astroglide,US,2009,Let nature take its course.
Astroglide,US,2013,Real pleasure lasts longer.
Jessica,US,2007,Fit for a queen.
Jessica,US,2008,Manicurist to the stars.
Treson,US,1993,The fragrance for treasured moments.
Treson,US,2004,The lighter side of love.
Sure Crystal for Men,UK,2004,Don’t let white marks ruin your image.
Sure Crystal for Men,UK,2004,Unbeatable at reducing white marks.
Beverley Hills Formula,UK,2003,Best whitening with lowest abrasion.
Beverley Hills Formula,UK,2009,Highest quality – Best value.
Attends,US,2004,Keeping skin dry for people you care for.
Attends,US,2011,The smart choice in incontinence care.
Vaseline Intensive Care Lotion,US,1984,Healing strength for healthier summer skin.
Vaseline Intensive Care Lotion,US,2005,Trusted by moisture obsessives everywhere.
Joop! Jump,UK,2005,The unconventional new fragrance for men.
Joop! Jump,UK,2006,Leap out of your suit.
Joop! Jump,UK,1998,For woman only.
Joop! Jump,UK,2004,The beauty of difference.
Beverly Hills Formula,UK,2008,For a superstar smile.
Beverly Hills Formula,UK,2013,Whiter teeth in 1 minute.
Sure Deo Wipes,UK,2001,"Don’t go home, go out."
Sure Deo Wipes,UK,2001,What are you doing tonight?
Sure Deo Wipes,UK,2008,Vision of the elite.
Sure Deo Wipes,UK,2012,With EzFlow you can…
Intensifique,UK,2001,Lash by lash intensifying mascara.
Intensifique,UK,1998,Follow your Impulse.
Intelligent Nutrients,UK,2013,Certified organic health and beauty.
Enjoy Argan Oil,UK,2013,"Look good, feel great. Naturally."
Epic Dental,US,2012,Cavity-free guaranteed.
Equilibrium,UK,2002,Intelligence in beauty.
FCUK,UK,2004,It’s all in the grooming.
FCUK,UK,1995,The art of personality.
Estee Lauder Beautiful,US,2005,This is your moment to be beautiful.
Impress Manicure,US,2016,Every mood. Every moment.
Impress Manicure,US,2004,Just a moment can change everything.
Impress Manicure,US,2012,Natural beauty and care – for the whole family.
Intercoiffure Mondial,UK,2007,The world of best hairdressers.
Estee Lauder PureColor,UK,2000,"Intense colour, ultra shine, long wear."
Intersposa,UK,2001,Blue love.
Estée Lauder Modern Muse,UK,2015,Be daring. Be an inspiration.
Estée Lauder Knowing,UK,1989,Knowing is all.
Estée Lauder Knowing,UK,2013,Pure skin care.
Estée Lauder Pleasures,US,2013,Enjoy life’s simple pleasures.
FDS,US,1977,Keeps you soap and water fresh longer than plain soap and water.
Enhance,US,1980,New Enhance instant hair conditioner moisturizes overworked hair.
Indola,CH,2012,Exclusively professional.
Enjoli Midnight,US,1984,The mysteriously romantic fragrance For the other 8 hours in your life.
Estée Lauder Beautiful Love,US,2007,Celebrate Love.
Estée Lauder Beautiful Love,US,2013,Charm of creativity.
Interplak,UK,1991,Home plaque removal instrument.
FCUK,US,2003,Scent to bed.
Estée Lauder Sensuous,US,2009,Every woman wears it her way.
Estée Lauder Sensuous,US,2003,Defining beauty.
International Hair Studio,UK,2006,One step a head.
International Hair Studio,UK,2013,Over 125 years of know-how and premium product quality.
International Hair Studio,UK,2003,The fragrance for a man.
Estee Lauder Sensuous,UK,2008,Every woman wears it her way.
Estee Lauder Sensuous,UK,2013,A commitment to quality.
Estee Lauder Sensuous,UK,2011,Feels just like paradise.
Eyesential,UK,2007,The beauty secret of the stars.
Impulse Sparkling Body Shimmer,UK,2003,Illuminate the room.
Impulse Sparkling Body Shimmer,UK,2019,Your sweat expert.
Eve.com,US,2000,The beauty of the internet.
Eve.com,US,2013,Live your life in colour.
Eve.com,US,2012,Care & protection for your skin.
Impulse Moongrass,UK,2002,Harness the power of the moon.
Impulse Oxygen,UK,2000,Natural all-over freshness.
Impulse Oxygen,UK,2013,We manufacture success.
European Collagen Complex by Revlon,US,1982,The exceptional 10-day beauty cream created and tested in Europe.
Impulse True Love,UK,2008,Romance is back.
Impulse True Love,UK,2012,Experts in natural skin care.
Incognito,US,1994,The fragrance of intrigue.
In Eternum,UK,2003,Skin to die for.
Infusiam 23,US,2007,Beauty down to a science.
Inika,UK,2013,Truly natural. Truly you.
Inika,UK,1998,Zen is calm in the chaos.
Euphoria,UK,2008,Live the dream.
Euphoria,UK,2010,All you need!
Euphoria,UK,2008,World in your pocket.
Euphoria,UK,2006,Live life.
Euphoria,UK,2012,The hair professionals.
Eucerin,UK,2001,The medical skincare programme.
Eucerin,UK,2011,Create your world of happiness.
Eucerin,UK,2004,The nature of man.
Essential Care,UK,2012,The purist in skincare.
Exuviance,US,2015,The science of skin transformation.
Erox,US,2012,Proven to increase arousal in men & women.
Indola,UK,2005,"Freedom of choice, flexibility & value."
Induchem,CH,2011,Innovative – collaborative – reliable.
Induchem,CH,2006,Live the dream.
Escada Sentiment,US,2002,"Two fragrances, one emotion."
Escada Sentiment,US,1999,Icø your senses.
Inecto,UK,2012,Enhances the natural you.
Inecto,UK,2002,Be alive!
Especially Escada,UK,2012,Create your world of happiness.
Especially Escada,UK,2007,"Talk, play, share…"
Inoar Professional,US,2013,Straight. Soft. Shine.
Innoxa,UK,1984,Pure and beautiful.
Inner Rinse,US,1976,There are three good reasons to switch.
Inner Rinse,US,2016,USA’s nail salon expert. Since 1981.
Exude,US,2011,Do you exude?
Grafton,UK,2010,Beautifully refined.
Elseve Frequence,UK,1984,Nature mild.
Elseve Frequence,UK,2012,Man’s best wingman for over 40 years.
EOS,US,2011,Evolution of smooth.
John Freida Readytowear,UK,1999,It’s about style from start to finish.
Easy Day,US,1972,"When you choose a feminine hygiene spray, pick flowers."
John Freida Sheer Blonde,UK,2004,Let your lightest brightest blonde shine through.
Earthly Body,US,2012,Nature is our manufacturer.
Earth Born Baby Shampoo,US,1976,With a gentle non-tear lather.
John Freida Sheer Blonde,US,2004,Brighten your blonde with style.
John Freida Sheer Blonde,US,2011,Expect perfect.
Intuition,US,2002,Trust your Intuition.
Intuition,US,2015,Evolution of smooth.
Intuition,US,2013,Love life. Live clean.
John Frieda,UK,2005,From the professionals at John Frieda.
EMU,UK,2008,Naturally Australian.
EMU,UK,2005,Be brilliant. Be brunette.
E45 Facial,UK,2006,The ultimate dry skin solution.
Eau d’ Eden,UK,1996,A perfume from paradise.
Eau d’ Eden,UK,2011,The rainbow company.
Eb5,US,2012,The wrinkle relief formula.
Joey New York LipFIT Lip Gloss,US,2007,Beautiful lips – Skinny hips.
Joey New York LipFIT Lip Gloss,US,2012,One of the world’s leading hair colour specialists.
Jil Sanders Style Essence,UK,2008,A new intensity style fragrance.
Jil Sanders Style Essence,UK,2003,The energy is yours.
Jil Sanders Style Essence,UK,1990,Feeling man.
Jhirmack,US,1984,Trade secret for beautiful hair.
Jhirmack,US,2011,Cosmetics & more.
Jhirmack,US,2004,Listen to your heart.
Echo Woman Davidoff,UK,2004,Listen to your heart.
Jergens Ultra Healing Moisturizer,US,2009,Helps heal through 5 layers of skin’s surfaces.
EcoTools,US,2009,Earth-friendly beauty.
Jergens Skin Firming,US,2004,Skin is in.
Jergens Natural Glow,US,2009,No sun. No streaks. No worries.
Edge,US,2006,Great shave. Healthy skin.
E45,UK,2009,The No.1 selling brand for dry skin.
John Frieda Brilliant Brunette,US,2004,For brunette hair at its absolute best.
John Frieda Brilliant Brunette,US,2007,The beauty of invention.
Dream Colour,UK,2002,Give yourself the gift of colour.
Dr. Earles,US,2004,Get to the root of the problem.
Dr. Eberhardt,AT,2011,Beauty – balance – harmony – life.
Dr. Fresh,US,2012,Quality – innovation – affordable.
Johnson & Johnson Vespre,UK,1985,For every day of your period.
Dr. G’s,US,2012,Professional beauty.
Dr. G’s,US,2011,Enter the secret of Dr. Hauschka skin care.
Johnson & Johnson Swabs,US,1985,Trust them to stay together.
Johnson & Johnson Sundown Sunscreen,US,1980,"Protection that lasts, in and out of the water."
Johnson & Johnson Sundown Sunscreen,US,2013,Enjoy your life.
Johnson & Johnson Sundown Sunscreen,US,2012,Grown competence.
Johnson & Johnson Reach,UK,1983,Designed to clean teeth better.
Johnson & Johnson Reach,UK,2010,Intelligence behind beauty.
Johnson & Johnson Reach,UK,2014,The power of medical beauty.
Dragoco,UK,2000,Innovative solutions for better products.
Dream Tan,US,2010,Discover the art of tanning.
John Frieda Frizz Ease Hair Serum,US,2004,Freedom from frizz.
John Frieda Frizz Ease Hair Serum,US,2012,Basic for your life.
Johnson & Johnson PH5.5 2 in 1,UK,2004,Skin loves Johnson’s because Johnson’s loves skin.
Johnson & Johnson Baby Wipes,UK,2004,Mildness from top to bottom.
Johnson & Johnson Baby Wipes,UK,2010,For a more lovely skin.
Johnson & Johnson Baby Lotion,US,1981,It’s a perfect lotion for grownup skin.
Johnson & Johnson Baby Lotion,US,2005,Be tropical!
Johnson & Johnson,US,1980,It keeps your body baby soft.
Dry Idea,US,1993,Working to keep up with women.
Dune Body Collection,US,1994,Total serenity for body and soul.
Dunhill Pursuit,UK,2008,The new scent of adventure.
John Frieda Upbeat,UK,2000,For hair that’s ready to rock.
John Frieda Frizz-Ease,UK,2000,Unfurl your curl.
Dunhill X-Centric,UK,2001,Don’t try to understand it.
Duo Tan,UK,1988,New face and body formula.
Edge ActiveCare,US,2006,Keep her hands to yourself – Great shave. Healthy skin.
Edge Infused,US,2009,Get your edge.
Edge Pro Gel,US,2000,Lose the foam. Save your skin.
Edge Pro Gel,US,2010,That’s life!
Jafra,AT,2011,The power to transform lives.
Jafra,AT,2011,The power to transform lives.
Ellipse Klinikken,UK,2006,Scandinavian for beauty.
Jadore,UK,2006,The absolute femininity.
Ellisons,UK,2011,The UK’s No.1 hair and beauty products supplier.
Jack Black,US,2010,Authentic and original.
FDS Pure & Natural,US,1976,Says everything you want to know.
Elysium,US,1994,Heaven on earth.
JV Cosmetics,CH,2012,I feel fresh.
JD’s Aesthetics,UK,2013,You body deserves more.
EmbodyForYou.com,UK,2005,For every body.
JASON,UK,2005,"Pure, natural & organic."
J.F.Lazartigue,US,2012,The most beautiful hair in the world.
Emerita,US,2013,Improving the health and lives of women.
Emerita,US,2011,Cosmetics in motion.
Emerita,US,2011,Creator of qualified haircosmetics.
Emerita,US,2012,Technology that gets personal.
Emerita,US,2004,The absolute feminity.
Izod,US,2009,The next wave in men’s fragrance.
It’s a 10,US,2012,A perfect 10 every time.
Empathy,UK,1989,And there’s no age limit to looking good.
Empathy,UK,2012,Inspired by you.
Empathy,UK,2015,Smile together.
Isabella Rossellini’s Manifesto,UK,2001,A celebration of what you are.
Emporio Armani,UK,2006,Get together with two new fragrances.
Emporio Armani Diamonds,UK,2007,Can you resist?
Endocil,UK,1985,A beautiful face starts with beautiful skin.
Energance,UK,1991,Softens the hair without relaxing the perm.
Is Clinical,US,2013,Your skin. Our science. Pure chemistry.
Is Clinical,UK,2013,Your skin. Our science. Pure chemistry.
Ella Bache,US,2008,Skin good enough to eat.
Ella Bache,US,2010,Get into your skin.
Jelly Rollers,US,2004,So start Jelly Rolling.
Elementis Specialities,UK,2003,Pure in cosmetics.
Elementis Specialities,UK,2013,Solutions for intelligent foot care.
Elementis Specialities,UK,2013,Finest french perfumes.
Elementis Specialities,UK,2012,Beauty business partner world wide.
Efamol,UK,1998,Better science for beautiful skin.
Jean Nate,US,1988,It’s like a smile for your skin.
Je Reviens,UK,1983,The classic fragrance.
Efamolia,UK,1987,For the natural life of your skin.
Efamolia,UK,2012,Create dreams.
Efamolia,UK,2010,Make your declaration of ego.
Jason Natural Cosmetics,US,2003,"Pure, natural and organic."
Jason,US,2012,Natural pioneer since 1959.
Egyptian Magic,US,2012,Professional skin cream with a magical touch.
Elegant Touch,UK,2006,Brilliant fakes by Elegant Touch.
Jason,UK,2012,Natural pioneer since 1959.
Elemis,UK,2008,Defined by nature led by science.
